,Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other.1, Other.2, Other.3, Other.4, Other.5, Other.6, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other.7, Timestamp (Formatted)
3615,56.0,86792.60603101326,114694.13217236187,0.0,-187500.02235174447,-41790.631924942965,-51397.61285753404,-46878.69362577125,-53414.47781496976,-52069.57335109393,187500.0,-22166.87317691722,-44811.09020842197,-53375.98811101772,-60296.177601358606,0.0,-24498.853027683857,0.20175,0.923375,0.2178749999999999,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.750357,0.0, 2022-03-22 22:52:10.750
3616,58.0,87287.4513015093,94111.39418022564,0.0,-187500.02235174447,-40647.80958268757,-50385.97290348684,-45823.28895608056,-52802.55410701682,-51632.19441559249,187500.0,-21267.26016608002,-44448.14258195669,-52461.89116977348,-59584.3639474349,0.0,-23841.130595341994,0.20175,0.923375,0.2178749999999999,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.758568,0.0, 2022-03-22 22:52:10.758
3617,60.0,86256.18651583034,119190.40908699144,0.0,-187500.02235174447,-40889.85662339409,-51067.74581286262,-46346.900921690576,-53957.69226046709,-51568.067260750206,187500.0,-21717.96074127683,-44296.01660919388,-52905.573297211326,-59849.723857608304,0.0,-24390.02238393097,0.20175,0.923375,0.2178749999999999,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.766403,0.0, 2022-03-22 22:52:10.766
3618,62.0,87394.13617779448,99696.96100914014,0.0,-187500.02235174447,-41597.87048076039,-50978.71881469713,-46556.694395148086,-52748.93227206854,-52138.72964843865,187500.0,-21876.72518214288,-44947.90523623291,-53108.16950895423,-60141.7941024058,0.0,-24147.237735657425,0.20175,0.923375,0.2178749999999999,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.773035,0.0, 2022-03-22 22:52:10.773
3619,64.0,86584.95832502346,106403.57958121056,0.0,-187500.02235174447,-40250.44026976112,-50483.225343611884,-45750.10934473388,-53566.08969761011,-51284.51303059018,187500.0,-21139.3411325623,-44052.06967020866,-52363.632901147954,-59393.88238118678,0.0,-23972.78237018375,0.20175,0.923375,0.2178749999999999,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.788004,0.0, 2022-03-22 22:52:10.788
3620,66.0,86775.68576046059,114885.1725322214,0.0,-187500.02235174447,-41788.530860964165,-51405.90535472696,-46899.48074811468,-53428.33589653205,-52085.10781349037,187500.0,-22154.24444129997,-44824.85888300644,-53396.08232928304,-60295.88702868069,0.0,-24507.301987087965,0.218,0.926,0.214,192.0,3.0,104.0,14.0,120.0,3.0,88.0,0.0,0.0,0.0,1647985930.79609,0.0, 2022-03-22 22:52:10.796
3621,68.0,87291.83224342254,94068.18825819354,0.0,-187500.02235174447,-40655.96796941376,-50404.010761262274,-45851.34039537196,-52805.4151303071,-51653.98736643641,187500.0,-21257.24658456404,-44468.43796592212,-52484.42172818443,-59587.80611608102,0.0,-23837.464909251325,0.218,0.926,0.214,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.802655,0.0, 2022-03-22 22:52:10.802
3622,70.0,86254.04074836263,119135.06616772011,0.0,-187500.02235174447,-40879.75363490029,-51050.98200452114,-46345.98450016791,-53939.20736780255,-51566.86026654962,187500.0,-21695.363127632518,-44291.769777747366,-52922.96295439756,-59835.061113245625,0.0,-24387.04960191841,0.218,0.926,0.214,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.810817,0.0, 2022-03-22 22:52:10.810
3623,72.0,87383.25087824475,99891.59999985696,0.0,-187500.02235174447,-41586.44873934374,-50987.52540201252,-46563.31051150686,-52741.73501035393,-52152.4089160453,187500.0,-21881.262586267305,-44953.35906188,-53100.39110188378,-60142.55406171728,0.0,-24156.580764839742,0.218,0.926,0.214,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.820655,0.0, 2022-03-22 22:52:10.820
3624,74.0,86596.87180481813,106248.39141945736,0.0,-187500.02235174447,-40234.41406898666,-50467.82499168217,-45717.92283271824,-53537.39005772949,-51287.21759166928,187500.0,-21134.80372843787,-44058.12699295605,-52335.82733104555,-59389.83671544036,0.0,-23971.642431216533,0.218,0.926,0.214,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.826686,0.0, 2022-03-22 22:52:10.826
3625,76.0,86760.88890563117,115034.1022055271,0.0,-187500.02235174447,-41778.360817237,-51416.03069496521,-46896.887945757866,-53433.96853613479,-52074.08840347391,187500.0,-22151.361066265235,-44821.84139750498,-53372.7471080717,-60292.9813019015,0.0,-24513.3369580909,0.224,0.928,0.214,192.0,3.5,0.0,14.5,0.0,3.0,88.0,0.0,0.0,0.0,1647985930.833328,0.0, 2022-03-22 22:52:10.833
3626,78.0,87298.3589528035,93999.97073411594,0.0,-187500.02235174447,-40675.97278070125,-50407.02824676374,-45864.05853796704,-52796.58619124725,-51665.16323866406,187500.0,-21277.11728538481,-44483.30187598489,-52472.19532396738,-59606.313360490014,0.0,-23840.86237440853,0.224,0.928,0.214,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.840452,0.0, 2022-03-22 22:52:10.840
3627,80.0,86248.65397794891,119026.95077978978,0.0,-187500.02235174447,-40880.73711165632,-51056.3017197015,-46339.65895648706,-53951.67964120861,-51565.85443804914,187500.0,-21701.15222944644,-44292.23916438093,-52914.35753278226,-59838.480930147285,0.0,-24384.68031700615,0.224,0.928,0.214,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.848413,0.0, 2022-03-22 22:52:10.848
3628,82.0,87382.22269799981,100037.84746382805,0.0,-187500.02235174447,-41630.28051022059,-51000.0870823964,-46590.33377055333,-52757.18006577255,-52156.007546902605,187500.0,-21899.836885909663,-44961.94213175084,-53116.81963405843,-60164.3023090723,0.0,-24163.04041898733,0.224,0.928,0.214,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.856399,0.0, 2022-03-22 22:52:10.856
3629,84.0,86593.72020884993,106084.30726341096,0.0,-187500.02235174447,-40255.4023570302,-50471.9153609175,-45744.0967254754,-53542.95564209887,-51291.64323707143,187500.0,-21145.8901936877,-44061.636216835526,-52347.09261025103,-59400.99023592357,0.0,-23975.978669640863,0.224,0.928,0.214,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.864424,0.0, 2022-03-22 22:52:10.864
3630,86.0,86758.51962071891,115183.47891372192,0.0,-187500.02235174447,-41780.08190156006,-51408.14052917249,-46900.03954172606,-53444.02682113968,-52080.860982043865,187500.0,-22169.018944384927,-44823.02603996111,-53371.741279571215,-60300.87146769423,0.0,-24520.914199461247,0.21,0.922,0.218,192.0,3.0,72.0,14.0,104.0,3.0,104.0,0.0,0.0,0.0,1647985930.871582,0.0, 2022-03-22 22:52:10.871
3631,88.0,87307.34435407452,93967.15837325554,0.0,-187500.02235174447,-40698.43628387884,-50412.30325845519,-45878.96715151872,-52783.24219980744,-51674.483916101926,187500.0,-21293.367003603817,-44488.12985278724,-52481.58305663861,-59611.85659311493,0.0,-23843.72339769881,0.21,0.922,0.218,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.879521,0.0, 2022-03-22 22:52:10.879
3632,90.0,86251.13502158345,118952.34065679795,0.0,-187500.02235174447,-40870.16473652896,-51046.31048992998,-46317.30721203175,-53944.75060042746,-51561.94288276946,187500.0,-21703.812087036626,-44284.23723986593,-52901.99701809848,-59828.2214794423,0.0,-24388.234244374544,0.21,0.922,0.218,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.885715,0.0, 2022-03-22 22:52:10.885
3633,92.0,87377.50647991974,100233.7605039788,0.0,-187500.02235174447,-41620.69161184927,-51002.94810568668,-46583.87411640574,-52746.13830401162,-52166.62462551888,187500.0,-21922.032168153783,-44964.646692829934,-53127.50376790807,-60164.70464047249,0.0,-24179.02191627287,0.21,0.922,0.218,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.893508,0.0, 2022-03-22 22:52:10.893
3634,94.0,86620.36348824066,105835.44294064556,0.0,-187500.02235174447,-40239.82319114485,-50451.03883159624,-45696.64397199678,-53503.12483347951,-51289.22924867025,187500.0,-21145.51021403196,-44060.67509182395,-52332.56397635508,-59388.09327937285,0.0,-23968.155559081504,0.21,0.922,0.218,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.902029,0.0, 2022-03-22 22:52:10.902
3635,96.0,86753.8257543833,115329.21228757052,0.0,-187500.02235174447,-41774.87394510197,-51404.072511681625,-46878.02307343758,-53440.42819028237,-52056.29641488748,187500.0,-22159.4300460136,-44796.29335359256,-53359.98426198772,-60273.35647026974,0.0,-24521.875324472825,0.208,0.928,0.22,192.0,3.0,64.0,14.5,0.0,3.0,112.0,0.0,0.0,0.0,1647985930.915209,0.0, 2022-03-22 22:52:10.915
3636,98.0,87316.97795593477,93933.38488738357,0.0,-187500.02235174447,-40702.16902520288,-50415.901889312496,-45858.06827045301,-52772.17808630205,-51671.15350617809,187500.0,-21300.81013450744,-44487.90633534269,-52496.134042279016,-59607.36389247941,0.0,-23858.632011250495,0.208,0.928,0.22,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.923363,0.0, 2022-03-22 22:52:10.923
3637,100.0,86249.95037912732,118887.76646706658,0.0,-187500.02235174447,-40857.67011137845,-51040.38727764932,-46297.950601333454,-53944.8847108942,-51544.2179494164,187500.0,-21696.458363110825,-44274.33541707223,-52881.72398587752,-59814.02812171318,0.0,-24390.02238393097,0.208,0.928,0.22,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.931431,0.0, 2022-03-22 22:52:10.931
3638,102.0,87380.21104099882,100433.62980289815,0.0,-187500.02235174447,-41617.875292047895,-51008.22311737813,-46563.51167720696,-52754.83313260474,-52157.2592445921,187500.0,-21927.30717984524,-44968.33473066506,-53129.7389423536,-60165.48695152843,0.0,-24188.07437277727,0.208,0.928,0.22,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.939089,0.0, 2022-03-22 22:52:10.939
3639,104.0,86620.36348824066,105701.66775008057,0.0,-187500.02235174447,-40236.71629866556,-50444.08743907064,-45700.37671332082,-53503.25894394624,-51274.00771069619,187500.0,-21136.74833020548,-44054.66247256547,-52342.46579914878,-59373.05055535443,0.0,-23969.25079455981,0.208,0.928,0.22,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.945814,0.0, 2022-03-22 22:52:10.945
3640,106.0,86741.12996353269,115518.79978404044,0.0,-187500.02235174447,-41761.9546368068,-51399.19983139037,-46860.65576799581,-53445.18911185135,-52049.054449683965,187500.0,-22162.738104192988,-44802.30597285104,-53374.46819239476,-60274.74227842597,0.0,-24531.955961222167,0.216,0.918,0.22,192.0,3.0,96.0,14.0,88.0,3.0,112.0,0.0,0.0,0.0,1647985930.954282,0.0, 2022-03-22 22:52:10.954
3641,108.0,87323.41525833789,93944.31489042222,0.0,-187500.02235174447,-40710.12624622897,-50410.40336017649,-45858.31413964202,-52762.85740886419,-51661.13992466211,187500.0,-21299.75960251804,-44495.72944590205,-52504.06891156065,-59606.02278781209,0.0,-23860.71072348484,0.216,0.918,0.22,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.960977,0.0, 2022-03-22 22:52:10.960
3642,110.0,86254.08545185154,118808.97656786164,0.0,-187500.02235174447,-40835.65364308997,-51011.37471334633,-46268.20042946344,-53925.88572810718,-51525.844815474135,187500.0,-21679.627499535974,-44266.57936174624,-52881.34400622178,-59801.24292388475,0.0,-24392.749296754515,0.216,0.918,0.22,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.967657,0.0, 2022-03-22 22:52:10.967
3643,112.0,87380.38985495447,100580.95015060308,0.0,-187500.02235174447,-41627.21832123021,-50994.87912593832,-46558.95192133808,-52744.3501644552,-52141.79183742903,187500.0,-21918.25472334084,-44964.62434108548,-53133.04700053299,-60157.50737875788,0.0,-24195.65161414762,0.216,0.918,0.22,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.975389,0.0, 2022-03-22 22:52:10.975
3644,114.0,86631.82993314623,105472.8976455805,0.0,-187500.02235174447,-40242.63951094622,-50438.41009597899,-45692.59830625037,-53499.57090611111,-51268.19625713781,187500.0,-21129.46166151305,-44062.48558312483,-52326.01491522967,-59371.016546609,0.0,-23961.561794467187,0.216,0.918,0.22,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.983527,0.0, 2022-03-22 22:52:10.983
3645,116.0,86743.85687635624,115645.31065765746,0.0,-187500.02235174447,-41755.13735474794,-51383.374796316006,-46858.37589006137,-53446.30669907411,-52031.66479249773,187500.0,-22150.3775895092,-44793.924068680295,-53365.28162542363,-60267.29914752235,0.0,-24529.877248987825,0.216,0.916,0.23,192.0,3.0,96.0,14.0,80.0,3.5,24.0,0.0,0.0,0.0,1647985930.990642,0.0, 2022-03-22 22:52:10.990
3646,118.0,87339.0614794566,93899.90197418952,0.0,-187500.02235174447,-40709.74626657322,-50403.809595562176,-45845.283072624574,-52738.96339404147,-51654.7920292368,187500.0,-21295.892750727267,-44499.01515233698,-52499.55385918068,-59606.76039537912,0.0,-23862.81178746364,0.216,0.916,0.23,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985930.998282,0.0, 2022-03-22 22:52:10.998
3647,120.0,86264.23314383425,118701.7105462206,0.0,-187500.02235174447,-40821.70615454986,-51008.4913383116,-46254.65527232352,-53930.80311188736,-51510.48916703334,187500.0,-21664.78594121765,-44260.41028027657,-52870.7269276055,-59791.54226679114,0.0,-24383.42861931665,0.216,0.916,0.23,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.006674,0.0, 2022-03-22 22:52:11.006
3648,122.0,87367.6717123594,100778.49486809908,0.0,-187500.02235174447,-41644.78679237208,-51019.555451816974,-46579.98491287052,-52767.48421996644,-52148.45265727671,187500.0,-21928.938857190475,-44978.86240230351,-53124.06159926196,-60177.71335574548,0.0,-24196.724497881474,0.216,0.916,0.23,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.014267,0.0, 2022-03-22 22:52:11.014
3649,124.0,86642.46936350696,105305.863059266,0.0,-187500.02235174447,-40240.00200510049,-50438.11952330107,-45696.263992341046,-53496.41931014291,-51281.02615845516,187500.0,-21138.2906005729,-44080.97047578937,-52341.057639248094,-59392.02718639698,0.0,-23956.97968685385,0.216,0.916,0.23,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.022094,0.0, 2022-03-22 22:52:11.022
3650,126.0,86732.81511459532,115792.09456349548,0.0,-187500.02235174447,-41758.51246816069,-51395.73531099979,-46857.83944819444,-53463.49519056025,-52035.978679177606,187500.0,-22155.853766900756,-44795.06400764752,-53364.61107308997,-60276.08338309329,0.0,-24530.391339110294,0.21,0.916,0.228,192.0,3.0,72.0,14.0,80.0,3.5,16.0,0.0,0.0,0.0,1647985931.037137,0.0, 2022-03-22 22:52:11.037
3651,128.0,87335.79812476614,93857.903046358,0.0,-187500.02235174447,-40740.01052856571,-50428.57532841866,-45864.30440715604,-52746.942966812014,-51680.98827373842,187500.0,-21315.986968992587,-44518.32705954636,-52518.35167626759,-59632.97899162519,0.0,-23858.632011250495,0.21,0.916,0.228,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.045283,0.0, 2022-03-22 22:52:11.045
3652,130.0,86256.27592280817,118578.46302729406,0.0,-187500.02235174447,-40816.095866691576,-51006.99377143309,-46247.12273444208,-53933.26180377744,-51526.04598117423,187500.0,-21674.33013610007,-44267.74165245792,-52874.59377939627,-59800.86294422901,0.0,-24375.24788084601,0.21,0.916,0.228,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.053311,0.0, 2022-03-22 22:52:11.053
3653,132.0,87360.29563668914,100923.55768961404,0.0,-187500.02235174447,-41645.92673133931,-51021.32123962895,-46576.40863375767,-52764.62319667616,-52170.13384939836,187500.0,-21953.25755515785,-44989.59123964205,-53152.224797275645,-60189.49272507343,0.0,-24195.98689031445,0.21,0.916,0.228,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.059454,0.0, 2022-03-22 22:52:11.059
3654,134.0,86647.38674728714,105080.98215830114,0.0,-187500.02235174447,-40233.877627119735,-50428.70943888539,-45680.79658517797,-53479.09670819005,-51296.04653072912,187500.0,-21145.13023437622,-44086.55841190319,-52337.52606362416,-59388.38385205077,0.0,-23954.364532752577,0.21,0.916,0.228,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.066396,0.0, 2022-03-22 22:52:11.066
3655,136.0,86716.43128590958,115937.76088211071,0.0,-187500.02235174447,-41744.564979620576,-51399.46805232383,-46852.18445684725,-53483.00826346973,-52042.37127809183,187500.0,-22166.42614202811,-44797.61210651542,-53362.88998876691,-60276.17279007111,0.0,-24534.28054264552,0.21,0.918,0.229,192.0,3.0,72.0,14.0,96.0,3.5,24.0,0.0,0.0,0.0,1647985931.073084,0.0, 2022-03-22 22:52:11.073
3656,138.0,87342.03426146916,93817.60285110508,0.0,-187500.02235174447,-40744.01149082321,-50423.45677893839,-45870.85346828145,-52734.58245212823,-51691.80651805479,187500.0,-21331.56613487794,-44524.83141718285,-52520.43038850193,-59632.576660225,0.0,-23863.79526421968,0.21,0.918,0.229,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.081174,0.0, 2022-03-22 22:52:11.081
3657,140.0,86256.36532978599,118485.971508738,0.0,-187500.02235174447,-40795.68872400388,-50993.40391080426,-46235.11984766959,-53930.66900142062,-51519.3628095821,187500.0,-21668.18340637486,-44258.66684420906,-52871.93392180609,-59789.195333623335,0.0,-24370.86693893277,0.21,0.918,0.229,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.088241,0.0, 2022-03-22 22:52:11.088
3658,142.0,87359.8709535445,101100.22587778878,0.0,-187500.02235174447,-41646.66433890633,-51030.3960478778,-46583.91881989465,-52770.27818802335,-52171.02791917657,187500.0,-21956.029171470305,-44985.61262912901,-53162.05956483597,-60191.75025126342,0.0,-24208.637977676157,0.21,0.918,0.229,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.096257,0.0, 2022-03-22 22:52:11.096
3659,144.0,86653.28760782332,104950.80559859343,0.0,-187500.02235174447,-40218.36551646776,-50419.2546509808,-45660.881180868295,-53464.52337080519,-51293.23021092775,187500.0,-21136.770681949936,-44079.51761239977,-52324.763217540174,-59384.13702060426,0.0,-23949.469500716867,0.21,0.918,0.229,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.102814,0.0, 2022-03-22 22:52:11.102
3660,146.0,86702.41674213609,116104.72841319186,0.0,-187500.02235174447,-41744.274406942655,-51403.51371807024,-46848.27290156757,-53492.1277752075,-52038.12444664531,187500.0,-22161.464054759035,-44787.30795232153,-53370.31076792607,-60271.61303420223,0.0,-24532.13477517781,0.211,0.918,0.2285,192.0,3.0,80.0,14.0,88.0,3.5,16.0,0.0,0.0,0.0,1647985931.11071,0.0, 2022-03-22 22:52:11.110
3661,148.0,87352.36076740752,93785.72926351182,0.0,-187500.02235174447,-40762.65284569894,-50433.73858138783,-45874.27328518311,-52731.78848407132,-51701.06014025929,187500.0,-21335.74591109108,-44531.26871958598,-52532.27681306325,-59641.91968940732,0.0,-23870.81371197864,0.211,0.918,0.2285,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.119135,0.0, 2022-03-22 22:52:11.119
3662,150.0,86267.27298108018,118382.14765574309,0.0,-187500.02235174447,-40783.39526455346,-50986.00548338956,-46229.48720806685,-53937.508635223945,-51508.25399258781,187500.0,-21652.51483351169,-44243.825285890736,-52854.81248555333,-59779.897007929925,0.0,-24367.089494119824,0.211,0.918,0.2285,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.126063,0.0, 2022-03-22 22:52:11.126
3663,152.0,87368.40931992643,101271.77551648326,0.0,-187500.02235174447,-41647.29018775108,-51031.78185603402,-46580.83427915982,-52776.13434507065,-52168.68098600877,187500.0,-21955.380970881102,-44973.7662045677,-53149.78845713002,-60187.27990237235,0.0,-24212.66129167811,0.211,0.918,0.2285,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.133251,0.0, 2022-03-22 22:52:11.133
3664,154.0,86673.203012133,104724.65064819464,0.0,-187500.02235174447,-40222.88056884773,-50429.75997087479,-45667.720814671615,-53467.026766184186,-51293.27491441667,187500.0,-21126.48887950049,-44074.82374606416,-52328.87593851995,-59379.06317461291,0.0,-23943.635695414032,0.211,0.918,0.2285,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.141275,0.0, 2022-03-22 22:52:11.141
3665,156.0,86707.9152712721,116244.76209220436,0.0,-187500.02235174447,-41731.91389225888,-51400.11625291303,-46841.29915729752,-53500.39792065596,-52035.82221696642,187500.0,-22154.95969712254,-44778.1213853504,-53370.333119670526,-60272.46240049153,0.0,-24540.91901074875,0.2135,0.917,0.22825,192.0,3.0,96.0,14.0,80.0,3.5,16.0,0.0,0.0,0.0,1647985931.148329,0.0, 2022-03-22 22:52:11.148
3666,158.0,87363.58134312408,93742.59039671309,0.0,-187500.02235174447,-40765.06683410011,-50439.035944823736,-45869.24414268066,-52726.75934156888,-51710.64903863061,187500.0,-21337.33288494741,-44533.83917019834,-52537.5518247547,-59648.04406738807,0.0,-23872.467741068333,0.2135,0.917,0.22825,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.163034,0.0, 2022-03-22 22:52:11.163
3667,160.0,86266.5130217687,118292.11482907712,0.0,-187500.02235174447,-40764.53039223318,-50982.585666487896,-46207.13546361154,-53939.56499571383,-51512.94785892342,187500.0,-21649.92203115488,-44247.870951637145,-52847.45876162753,-59782.19923760882,0.0,-24363.692028962618,0.2135,0.917,0.22825,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.170915,0.0, 2022-03-22 22:52:11.170
3668,162.0,87351.64551158494,101464.71577462148,0.0,-187500.02235174447,-41658.1307838119,-51044.90233002929,-46598.38039855724,-52793.52400225688,-52185.55655307252,187500.0,-21970.021363499327,-44990.53001290918,-53174.64359696431,-60203.57432408027,0.0,-24217.042233591343,0.2135,0.917,0.22825,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.178196,0.0, 2022-03-22 22:52:11.178
3669,164.0,86676.82399473478,104532.35859064564,0.0,-187500.02235174447,-40216.756190866974,-50416.5500899017,-45639.71407886912,-53457.34846083504,-51311.782158825656,187500.0,-21137.173013350133,-44094.269763740274,-52327.981868741736,-59392.49657303054,0.0,-23943.25571575829,0.2135,0.917,0.22825,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.185573,0.0, 2022-03-22 22:52:11.185
3670,166.0,86694.6159833212,116425.54300135888,0.0,-187500.02235174447,-41717.76523801866,-51406.50885182725,-46833.11841882688,-53514.85949931855,-52034.21289136564,187500.0,-22154.266793044422,-44776.51205974961,-53343.51102632416,-60267.94734811156,0.0,-24535.867516501847,0.21375,0.9205,0.223125,192.0,3.0,88.0,14.0,112.0,3.0,104.0,0.0,0.0,0.0,1647985931.194145,0.0, 2022-03-22 22:52:11.194
3671,168.0,87369.39279668246,93765.99267315776,0.0,-187500.02235174447,-40768.21843006831,-50447.46255248339,-45886.11970974442,-52728.61453635866,-51727.59166092773,187500.0,-21349.335771719907,-44546.62436802678,-52535.8530921761,-59658.61644251543,0.0,-23866.656287509955,0.21375,0.9205,0.223125,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.201642,0.0, 2022-03-22 22:52:11.201
3672,170.0,86264.12138511198,118285.34225050716,0.0,-187500.02235174447,-40749.35355774803,-50972.52738148301,-46187.66709419097,-53935.18405380059,-51512.25495484531,187500.0,-21643.842356663037,-44240.36076550016,-52850.140970962166,-59770.196350836326,0.0,-24357.96998238206,0.21375,0.9205,0.223125,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.208349,0.0, 2022-03-22 22:52:11.208
3673,172.0,87353.74657556374,101669.41305034317,0.0,-187500.02235174447,-41660.34360651298,-51051.786667321525,-46590.62434323125,-52795.24508657993,-52190.0716054525,187500.0,-21972.278889689314,-44988.87598381949,-53181.84085867892,-60206.23418167045,0.0,-24222.13843132716,0.21375,0.9205,0.223125,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.215196,0.0, 2022-03-22 22:52:11.215
3674,174.0,86681.04847443683,104361.79242870718,0.0,-187500.02235174447,-40213.80576059887,-50417.73473235783,-45654.62269242081,-53458.68956550236,-51316.610135628005,187500.0,-21129.729882446514,-44092.68278988395,-52320.33757213802,-59387.914465417205,0.0,-23935.387901710023,0.21375,0.9205,0.223125,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.223293,0.0, 2022-03-22 22:52:11.223
3675,176.0,86678.99211394694,116586.520264926,0.0,-187500.02235174447,-41710.27740362613,-51408.25228789477,-46834.90655838329,-53528.82933960311,-52044.852321726365,187500.0,-22157.105464590248,-44775.66269346031,-53354.79865727409,-60272.30593828034,0.0,-24538.79559502549,0.218875,0.92025,0.2185625,192.0,3.5,0.0,14.0,96.0,3.0,88.0,0.0,0.0,0.0,1647985931.231417,0.0, 2022-03-22 22:52:11.231
3676,178.0,87366.33060769209,93768.69723423688,0.0,-187500.02235174447,-40787.37387506651,-50458.72783168886,-45908.73967513319,-52735.58828062872,-51744.98131811396,187500.0,-21360.668106158748,-44561.15300192273,-52553.44391506242,-59673.39094560039,0.0,-23874.25588062476,0.218875,0.92025,0.2185625,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.237772,0.0, 2022-03-22 22:52:11.237
3677,180.0,86263.07085312258,118190.68261273894,0.0,-187500.02235174447,-40741.82101986659,-50968.77228841452,-46197.94889664041,-53947.16458882864,-51516.05475140271,187500.0,-21641.36131302849,-44241.54540795629,-52843.74837204795,-59772.006842137205,0.0,-24358.260555059976,0.218875,0.92025,0.2185625,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985931.245794,0.0, 2022-03-22 22:52:11.245
